Date of Accident,Aircraft Type,Aircraft Registration,Operator,Deaths,Location,Country,Category,Year
2009-08-27,ilyuhsin il-76td,T-906,angolan af,0.0,luanda-4 de feve...,angola,a1,2009
2009-08-28,boeing e-3c sentry (707-300),83-0008,usaf,0.0,las vegas-nellis...,usa,a1,2009
2009-09-01,airbus a320-212,LZ-BHC,"air vallã©e, lsf bh air",0.0,verona airport (...,italy,a2,2009
2009-09-04,boeing 747-437,VT-ESM,air india,0.0,mumbai-chhatrapa...,india,a1,2009
2009-09-06,bn-2a islander,VQ-TAH,turks & caicos national airline,0.0,grand turk islan...,turks & caicos,o1,2009
2009-09-06,bn-2a-26 islander,VQ-TAA,turks & caicos national airline,0.0,grand turk islan...,turks & caicos,o1,2009
2009-09-07,gaf nomad n.24a,P-837,indonesian navy,5.0,"long apung, bulu...",indonesia,a1,2009
2009-09-07,beech 200 super king air,N83GA,guardian eagle company,0.0,ruidoso municipa...,usa,a1,2009
2009-09-09,antonov an-2r,UR-70427,unknown,0.0,"onikeevo, kirovo...",ukraine,a1,2009
2009-09-09,boeing 737-852,EI-DRA,aeromã©xico,0.0,mexico city-beni...,mexico,h2,2009
2009-09-09,yakovlev yak-40,RA-87447,bugulma air enterprise,0.0,aktyubinsk airpo...,kazakhstan,a2,2009
2009-09-13,md-11f,D-ALCO,lufthansa cargo,0.0,mexico city-beni...,mexico,a2,2009
2009-09-14,fokker 100,D-AFKE,contact air,0.0,stuttgart-echter...,germany,a2,2009
2009-09-14,dhc-6 twin otter 300,PK-BRS,aviastar mandiri,0.0,serui-sudjarwo t...,indonesia,a2,2009
2009-09-15,cessna 208 caravan i,N336DN,north american flight services,0.0,"sheffield, ma",usa,a1,2009
2009-09-16,beech b200 king air,N726CB,henry broadcasting nevada inc,0.0,hayward executiv...,usa,a1,2009
2009-09-18,casa c-212 aviocar 200,N349TA,bering air,0.0,savoonga airport...,usa,a2,2009
2009-09-22,ilyushin il-76md simorgh,5-8208,iran af,7.0,near varamin,iran,a1,2009
2009-09-24,bae 4121 jetstream 41,ZS-NRM,sa airlink,1.0,near durban internati...,south africa,a1,2009
2009-09-28,namc ys-11m-a-624,9044,japanese navy,0.0,ozuki airport,japan,a2,2009
2009-10-06,cessna uc-35a (cessna 560 citation v ultra),98-0008,us army,0.0,anchorage-elmend...,usa,a2,2009
2009-10-06,beech b100 king air,N2TX,private,0.0,"near aurora, tx",usa,a1,2009
2009-10-06,antonov an-2r,ST-AUS,bashmia aero spray,1.0,umgalala airstrip,sudan,a1,2009
2009-10-08,antonov an-32a,354,afghan national army air corps,0.0,kandahar airport...,afghanistan,a1,2009
2009-10-09,casa c-212 aviocar 200,FAU-531,"uruguayan af, op.for un",11.0,near fonds-verrettes,haiti,a1,2009
2009-10-09,pzl-mielec m28 skytruck,YV1769,unknown,0.0,las minas,honduras,a1,2009
2009-10-12,embraer phenom 100,PP-AFM,save comercial e importadora,0.0,angra dos reis a...,brazil,a1,2009
2009-10-13,boeing 707-321c,J5-GGU,safari airlines,0.0,mombasa-moi inte...,kenya,a1,2009
2009-10-13,beech c-12c huron,78-23135,us army,3.0,nuristan province,afghanistan,a1,2009
2009-10-14,antonov an-2tp,75,nicaraguan af,0.0,near managua-augusto ...,nicaragua,a1,2009
2009-10-15,antonov an-28,PZ-TST,blue wing airlines,0.0,kwamalasamutu ai...,suriname,a1,2009
2009-10-15,douglas dc-3c,HK-1149,sadelca colombia,0.0,near miraflores airpo...,colombia,c2,2009
2009-10-17,douglas dc-3c,RP-C550,victoria air,4.0,near manila-ninoy aqu...,philippines,a1,2009
2009-10-20,md-11f,N701GC,centurion air cargo,0.0,montevideo-carra...,uruguay,a2,2009
2009-10-21,boeing 707-330c,ST-AKW,"azza transport, op.for sudan airways",6.0,near sharjah airport ...,u.a.e.,a1,2009
2009-10-21,boeing 737,Not Reported,egyptair,0.0,cairo internatio...,egypt,h2,2009
2009-10-22,bn-2a-26 islander,PJ-SUN,divi divi air,1.0,near bonaire-flamingo...,caribbean neth'lands,a1,2009
2009-10-22,dornier 228-202k,RP-C2282,island aviation,0.0,pamalican island...,philippines,a2,2009
2009-10-26,bae-125-800b,RA-02807,s-air,5.0,near minsk-2 internat...,belarus,a1,2009
2009-10-26,beech b100 king air,N729MS,mazak properties,4.0,"near benavides, tx",usa,a1,2009
2009-10-28,airbus a321-231,HL7763,asiana airlines,0.0,osaka-kansai int...,japan,a2,2009
2009-10-29,cessna c-98a grand caravan (208b),2725,brazilian af,2.0,near aldeias aurã©lio...,brazil,a1,2009
2009-10-29,lockheed hc-130h hercules,1705,us coast guard,7.0,near san clemente isl...,usa,a1,2009
2009-11-01,ilyushin il-76md,RF-76801,russian ministry of interior,11.0,near mirny airport (mjz),russia,a1,2009
2009-11-02,antonov an-24rv,EY-47693,daallo airlines,0.0,bossaso airport ...,somalia,h2,2009
2009-11-02,pzl-mielec m28-05pi skytruck,P-4202,indonesian police,4.0,near mulia,indonesia,a1,2009
2009-11-02,learjet c-21a (learjet 35a),84-0094,usaf,0.0,ali air base,iraq,a1,2009
2009-11-03,xian ma60,Z-WPJ,air zimbabwe,0.0,harare airport (...,zimbabwe,a1,2009
2009-11-05,grumman g-111 albatross,N120FB,albatross adventures,0.0,fort pierce-sain...,usa,a1,2009
2009-11-05,boeing 727-230f,J5-GCU,africa air assistance,0.0,sinkrebaka,mali,o1,2009
2009-11-07,ilyushin il-76md,RA-86894,russian af,0.0,ivanovo-severny ...,russia,a1,2009
2009-11-09,beech 1900d,5Y-VVQ,blue bird aviation,1.0,nairobi-wilson a...,kenya,a1,2009
2009-11-09,beech b200 king air,N337MT,mdtr holdings,0.0,greenville-spart...,usa,a1,2009
2009-11-10,atr 72-212a (atr 72-500),VT-KAC,kingfisher airlines,0.0,mumbai-chhatrapa...,india,a1,2009
2009-11-12,canadair crj-100er,5Y-JLD,"jetlink express, op.for rwandair express",1.0,kigali internati...,rwanda,a1,2009
2009-11-15,cessna 208b grand caravan,ZS-OTU,"aviation at work, op.for air nave",3.0,near windhoek-eros ai...,namibia,a1,2009
2009-11-15,casa c-212-cb aviocar 100,F-GOGN,boogie performance,0.0,saint-jean-de-th...,france,a1,2009
2009-11-18,iai 1124a westwind ii,VH-NGA,pel-air,0.0,near norfolk island a...,norfolk island,a1,2009
2009-11-18,fokker 100,EP-CFO,iran air,0.0,isfahan-shahid b...,iran,a2,2009
2009-11-19,dc-9-82 (md-82),9Q-CAB,caa,0.0,goma airport (gom),d.r. congo,a1,2009
2009-11-19,dhc-8-202q dash 8,N355PH,"win win aviation, op.for usaf",0.0,"near tarakignã©, 30 k...",mali,a1,2009
2009-11-23,lockheed kc-130j hercules,MM62176,italian af,5.0,"le rene, near co...",italy,a1,2009
2009-11-28,md-11f,Z-BAV,avient aviation,3.0,shanghai-pudong ...,china,a1,2009
2009-12-01,boeing 727-222f,PR-MTK,taf linhas aã©reas,0.0,sã£o paulo-guaru...,brazil,a1,2009
2009-12-07,embraer emb-135lr (erj-135lr),ZS-SJW,sa airlink,0.0,george airport (...,south africa,a1,2009
2009-12-09,beech a100 king air,C-GPBA,exact air,2.0,near saint-honorã© ai...,canada,a1,2009
2009-12-11,beech b300 king air 350,RP-C2296,inaec aviation corporation,0.0,isabel-pasar air...,philippines,a2,2009
2009-12-13,airbus a310-304,C-GTSF,air transat,0.0,rio de janeiro-g...,brazil,a2,2009
2009-12-17,dassault falcon 20d,N28RK,fl aviation group,2.0,"near matthew town, gr...",bahamas,a1,2009
2009-12-20,bae bae-748-398 srs. 2b,5Y-YKM,748 air services,0.0,tonj airfield,south sudan,a1,2009
2009-12-20,fairchild sa227-ac metro iii,C6-JER,western air,0.0,cap haitien airp...,haiti,a1,2009
2009-12-21,boeing 737-301,PK-MDH,merpati nusantara,0.0,makassar-sultan ...,indonesia,a1,2009
2009-12-22,boeing 737-823 (wl),N977AN,american airlines,0.0,kingston-norman ...,jamaica,a1,2009
2009-12-25,airbus a330-323x,N820NW,northwest airlines,0.0,near detroit-metropol...,usa,c2,2009
2009-12-29,dhc-3t vazar turbine otter,DQ-GLL ?,pacific island seaplanes,0.0,near vomo island,fiji,a2,2009
2010-01-02,boeing 727-231f super 27,9Q-CAA,caa,0.0,kinshasa-n'djili...,d.r. congo,a1,2010
2010-01-02,swearingen sa227-ac metro iii,N227ML,locair,0.0,somerset-lake cu...,usa,a2,2010
2010-01-04,antonov an-12bk,ST-AQQ,el magal aviation,0.0,heglig airport,sudan,a1,2010
2010-01-05,learjet 35a,N720RA,royal air freight,2.0,near chicago-executiv...,usa,a1,2010
2010-01-06,cessna 208b grand caravan,A2-AKG,mack air,0.0,"piajo airstrip, ...",botswana,a2,2010
2010-01-06,beech c99,N206AV,ameriflight,0.0,kearney regional...,usa,a2,2010
2010-01-07,saab 340a,C6-SBE,skybahamas airlines,0.0,nassau-lynden pi...,bahamas,o1,2010
2010-01-08,dassault falcon 20c,XA-PCC,aerotaxis dos mil,0.0,vail-eagle count...,usa,a2,2010
2010-01-10,airbus a319-131,N816UA,united airlines,0.0,newark-liberty i...,usa,a2,2010
2010-01-13,dhc-8-102,5Y-EMD,"cmc aviation, op.for echo flight",0.0,moba airport (bdv),d.r. congo,a1,2010
2010-01-14,cessna 208b grand caravan,VH-NTQ,broome aviation,0.0,beagle bay airpo...,australia,a1,2010
2010-01-19,beech b200 super king air,N586BC,blue cross and blue shield of iowa,0.0,sioux gateway ai...,usa,a1,2010
2010-01-20,cessna 560xls citation excel,CS-DXR,netjets europe,0.0,amsterdam-schiph...,netherlands,a2,2010
2010-01-21,embraer emb-145lu (erj-145lu),XA-WAC,aeromã©xico connect,0.0,tijuana-rodrigue...,mexico,a2,2010
2010-01-21,beech 1900c-1,N112AX,ace air cargo,2.0,near sand point munic...,usa,a1,2010
2010-01-21,boeing 747-4r7f,LX-OCV,cargolux,0.0,luxembourg-finde...,luxembourg,a2,2010
2010-01-24,tupolev tu-154m,RA-85787,"kolavia, op.for taban air",0.0,mashhad airport ...,iran,a1,2010
2010-01-25,boeing 737-8as (wl),ET-ANB,ethiopian airlines,90.0,near beirut internati...,lebanon,a1,2010
2010-01-25,embraer emb-110c bandeirante,PT-TAF,piquiatuba tã¡xi aã©reo,2.0,near senador josã© po...,brazil,a1,2010
2010-01-25,lockheed c-130b hercules,404,south african af,0.0,waterkloof air f...,south africa,a1,2010
2010-01-28,gaf nomad n.22b,18,philippine af,0.0,near cotabato-awang a...,philippines,a1,2010
2010-01-28,lockheed l-188cf electra,G-LOFB,atlantic airlines,0.0,coventry-baginto...,u.k.,o1,2010
2010-01-28,antonov an-26b,4L-IFE,"aquiline international, op.for manunggal air",0.0,wamena airport (...,indonesia,a2,2010
2010-01-31,yakovlev yak-40,D2-FES,guicango,0.0,luanda-4 de feve...,angola,a1,2010
2010-02-02,lockheed c-130e hercules,1506,polish af,0.0,mazar-i-sharif a...,afghanistan,a2,2010
2010-02-04,antonov an-24rv,RA-47360,yakutia airlines,0.0,yakutsk airport ...,russia,a2,2010
2010-02-06,bombardier global express,N400GX,churchill aviation,0.0,washington-dulle...,usa,o1,2010
2010-02-06,dassault falcon 2000ex,N62YC,vesey air,0.0,washington-dulle...,usa,o1,2010
2010-02-06,dassault falcon 900ex,N106RW,mmrb services,0.0,washington-dulle...,usa,o1,2010
2010-02-06,beech beechjet 400a,N109CP,thv seminars,0.0,washington-dulle...,usa,o1,2010
2010-02-06,hawker 800xp,N800LA,bae systems,0.0,washington-dulle...,usa,o1,2010
2010-02-06,cessna 208b super cargomaster,N708FX,fedex,0.0,washington-dulle...,usa,o1,2010
2010-02-06,bombardier global express,N620K,eastman kodak,0.0,washington-dulle...,usa,o1,2010
2010-02-06,bombardier global express xrs,N528JR,joluk air,0.0,washington-dulle...,usa,o1,2010
2010-02-06,md-81,OY-KHP,sas,0.0,grenoble-saint g...,france,a2,2010
2010-02-11,atr 42-300,PK-YRP,trigana air service,0.0,near balikpapan-sepin...,indonesia,a1,2010
2010-02-11,fokker 100,XA-SHJ,mexicanaclick,0.0,monterrey-gen ma...,mexico,a1,2010
2010-02-14,cessna 550b citation bravo,OK-ACH,time air,2.0,near reinhardtsdorf-s...,germany,a1,2010
2010-02-17,cessna 208b grand caravan,N207DR,grant aviation,0.0,near kwigillingok air...,usa,a2,2010
2010-02-17,embraer phenom 100,PR-UUT,air minas linhas aã©reas,0.0,sã£o paulo-campo...,brazil,a2,2010
2010-02-18,cessna 208b super cargomaster,N892FE,"fedex, opb west air",0.0,sacramento inter...,usa,a2,2010
2010-02-24,dhc-6 twin otter 300,C-FAKB,flightline investments,0.0,near london gatwick a...,u.k.,a2,2010
2010-03-01,airbus a300b4-203 (f),TC-ACB,act airlines,0.0,bagram air base ...,afghanistan,a1,2010
2010-03-01,boeing 737-247,5H-MVZ,air tanzania,0.0,mwanza airport (...,tanzania,a1,2010
2010-03-03,boeing 747-409f,B-18723,china airlines,0.0,anchorage-ted st...,usa,a2,2010
2010-03-04,fokker f-27 friendship 300m,5Y-BRN,safe air company,0.0,bossaso airport ...,somalia,a1,2010
2010-03-07,learjet 35a,PT-LJK,lã­der tã¡xi aã©reo,0.0,manaus-eduardo g...,brazil,a1,2010
2010-03-12,alenia g-222,NAF 950,nigerian af,0.0,port harcourt ai...,nigeria,a2,2010
2010-03-15,bn-2a-21 islander,N663SA,servant air,0.0,"kodiak airport, ...",usa,a1,2010
2010-03-18,antonov an-26b,SP-FDO,"exin, op.for dhl airways",0.0,near tallinn-ãlemist...,estonia,a1,2010
2010-03-21,learjet 35a,N376HA,bluegrass aviation partners,0.0,jeffersonville-c...,usa,a1,2010
2010-03-22,embraer emb-120er brasilia,VH-ANB,airnorth,2.0,"darwin airport, ...",australia,a1,2010
2010-03-22,tupolev tu-204-100,RA-64011,aviastar-tu,0.0,near moskva-domodedov...,russia,a1,2010
2010-03-24,boeing 727-225f,C-GCJZ,cargojet airways,0.0,moncton/greater ...,canada,a2,2010
2010-03-28,beech 200c super king air,5Y-BLA,aircraft leasing services,0.0,wajir airport (wjr),kenya,a2,2010
2010-03-30,antonov an-74,RA-74017,polartrans,0.0,ivanovo-severny ...,russia,a1,2010
2010-04-01,learjet 25xr,XA-UNC,aero ermes,0.0,huatulco-bahã­as...,mexico,a1,2010
2010-04-10,tupolev tu-154m,101,polish af,96.0,near smolensk air base,russia,a1,2010
2010-04-12,rockwell t-39n sabreliner,165513,us navy,4.0,"near morganton, fanni...",usa,a1,2010
2010-04-12,dhc-6 twin otter 300,C-GKBC,kenn borek air,0.0,"melville island, nu",canada,a2,2010
2010-04-13,boeing 737-322,PK-MDE,merpati nusantara,0.0,manokwari-rendan...,indonesia,a1,2010
2010-04-13,airbus a300b4-203 (f),XA-TUE,aerounion,0.0,near monterrey intern...,mexico,a1,2010
2010-04-13,airbus a330-342,B-HLL,cathay pacific,0.0,hong kong-chek l...,hong kong,a2,2010
2010-04-15,antonov an-2,RF-00259,private,0.0,near saransk,russia,a1,2010
2010-04-19,dhc-6 twin otter 300,9N-ABX,nepal airlines,0.0,kangel danda air...,nepal,a2,2010
2010-04-21,antonov an-12bp,UP-AN216,"almaty aviation, op.for interisland airlines",3.0,"barangay laput, ...",philippines,a1,2010
2010-04-26,beech b200 king air,F-OIAN,air alizã©,0.0,nadi internation...,fiji,a2,2010
2010-04-27,beech 200 super king air,F-GLIF,trans hã©licoptã¨re service,0.0,arlit airport (rlt),niger,a1,2010
2010-05-04,antonov an-2,Not Reported,proskurov avia,0.0,"near marianivka, frun...",ukraine,a1,2010
2010-05-05,embraer emb-145lr (erj-145lr),HK-4536,satena,0.0,mitãº-fabio albe...,colombia,a1,2010
2010-05-06,antonov an-2r,RA-40373,ie batak sg,0.0,near goryachy klyuch,russia,a1,2010
2010-05-06,lockheed hercules c.3a (c-130k),XV304,raf,0.0,brize norton raf...,u.k.,a1,2010
2010-05-10,dhc-6 twin otter 300,C-FSJB,kenn borek air,0.0,"near alert, ellesmere...",canada,a1,2010
2010-05-12,airbus a330-202,5A-ONG,afriqiyah airways,103.0,near tripoli internat...,libya,a1,2010
2010-05-12,antonov an-2,Not Reported,rosto astrakhan,0.0,near osypnoi bugor vi...,russia,a1,2010
2010-05-15,antonov an-28,PZ-TSV,blue wing airlines,8.0,near poeketi,suriname,a1,2010
2010-05-16,dhc-3t vazar turbine otter,SX-ARO,argo airways,0.0,biscarrosse/pare...,france,a2,2010
2010-05-17,antonov an-24v,YA-PIS,pamir airways,44.0,salang pass,afghanistan,a1,2010
2010-05-17,beech 200 super king air,N308RH,cssrj aviation,0.0,"san pedro, catac...",honduras,c1,2010
2010-05-19,embraer emb-110p bandeirante,PT-GKQ,tã¡xi aã©reo weiss,0.0,near cascavel airport...,brazil,a1,2010
2010-05-21,beech 200 super king air,D2-FFT,grupo chicoil,3.0,near caxito,angola,a1,2010
2010-05-22,boeing 737-8hg (wl),VT-AXV,air india express,158.0,mangalore-bajpe ...,india,a1,2010
2010-06-04,lockheed l-100-30 hercules,S9-BAT,"national airlines (national air cargo), opb transafrik",0.0,sharana air base,afghanistan,a1,2010
2010-06-06,boeing 737-4b6,CN-RMF,ram,0.0,amsterdam-schiph...,netherlands,a2,2010
2010-06-07,cessna 525 citationjet cj1+,N646VP,jsj aviation inc. trustee / metal engineering,0.0,leeds/bradford a...,u.k.,a2,2010
2010-06-10,cessna 208b grand caravan,OB-1922-P,aerodiana,0.0,within peru,peru,h2,2010
2010-06-12,pzl-mielec m28 skytruck,ENBV-0063,venezuela army,3.0,"puerta del este,...",venezuela,a2,2010
2010-06-13,swearingen sa226-tc metro ii,ZS-ZOC,west cape ferries,0.0,lanseria airport...,south africa,a1,2010
2010-06-14,cessna 208b grand caravan,XA-TWK,"grupo aã©reo xiknal, op.for servicios aã©reos milenio",9.0,near felipe carrillo ...,mexico,a1,2010
2010-06-15,cessna 550b citation bravo,YU-BSG,prince aviation,0.0,brac airport (bwk),croatia,a1,2010
2010-06-15,let l-410mu,9Q-COA,safe air company,0.0,shabunda,d.r. congo,a2,2010
2010-06-16,embraer emb-145lr (erj-145lr),N847HK,"united express, opb trans states airlines",0.0,ottawa/macdonald...,canada,a2,2010
2010-06-17,cessna 208 caravan i,N810GA,v1 jet management,0.0,little peconic b...,usa,a2,2010
2010-06-18,dassault falcon 20f,FAP-300,peruvian af,0.0,near chiclayo-capitan...,peru,a1,2010
2010-06-18,airbus a321-131,D-AIRT,lufthansa,0.0,praha-ruzyne int...,czech rep.,a2,2010
2010-06-18,boeing 737-8bk (wl),TC-SNM,sunexpress,0.0,praha-ruzyne int...,czech rep.,a2,2010
2010-06-19,douglas dc-3c,D-CXXX,air service berlin,0.0,berlin-schã¶nefe...,germany,a1,2010
2010-06-19,casa c-212-cb aviocar 100,TN-AFA,aã©ro-service,11.0,near mintom,cameroon,a1,2010
2010-06-19,boeing 737-832 (wl),N3730B,delta air lines,0.0,new york-john f....,usa,a2,2010
2010-06-21,dc-9-82 (md-82),9Q-COQ,hewa bora airways,0.0,kinshasa-n'djili...,d.r. congo,a1,2010
2010-06-23,beech a100 king air,C-FGIN,aã©ropro,7.0,near quã©bec city jea...,canada,a1,2010
2010-06-24,antonov an-2r,UP-A0161,flamingo,2.0,"sarybulak, north...",kazakhstan,a1,2010
2010-06-26,lockheed p-2e neptune,N1386C,"neptune aviation services, opf",0.0,broomfield-rocky...,usa,a2,2010
2010-06-27,antonov an-2r,RA-62631,vladimir aviation forest protection,0.0,"near voznesenskoye, n...",russia,a1,2010
2010-06-30,beech rc-12k huron,85-0155,us army,0.0,near wiesbaden afb (wie),germany,a1,2010
2010-07-05,antonov an-2t,53,romanian af,12.0,tuzla airfield,romania,a1,2010
2010-07-17,boeing 747-306m,HS-VAC,"saudi arabian, lsf phuket airlines",0.0,cairo internatio...,egypt,a1,2010
2010-07-18,atr 72-212a (atr 72-500),RP-C7254,cebu pacific air,0.0,manila-ninoy aqu...,philippines,a1,2010
2010-07-20,fokker f-27 friendship 600,9Q-CJV,air kasai,0.0,lubumbashi-luano...,d.r. congo,a1,2010
2010-07-21,antonov an-12bk,RA-11376,khabarovsk avia,0.0,keperveyem airport,russia,a1,2010
2010-07-27,md-11f,D-ALCQ,lufthansa cargo,0.0,riyadh-king khal...,saudi arabia,a1,2010
2010-07-27,raytheon 390 premier ia,N6JR,roush fenway racing,0.0,oshkosh-wittman ...,usa,a1,2010
2010-07-27,gulfstream g-iv,N905LP,"thomas h lee management co, llc",0.0,new york-john f....,usa,a2,2010
2010-07-28,airbus a321-231,AP-BJB,airblue,152.0,near islamabad-benazi...,pakistan,a1,2010
2010-07-28,c-17a globemaster iii,00-0173,usaf,4.0,near anchorage-elmend...,usa,a1,2010
2010-07-28,boeing 737-7l9 (wl),TS-IEA,"mauritania airways, lsf tunis air",0.0,conakry internat...,guinea,a1,2010
2010-07-28,antonov an-12bp,3X-GEQ,unknown,0.0,"fob dwyer, helma...",afghanistan,a1,2010
2010-07-31,convair cv-580 airtanker,C-FKFY,conair aviation,2.0,"near lytton, bc",canada,a1,2010
2010-08-01,fairchild c-123k provider,N709RR,all west freight,3.0,"mount healy, nea...",usa,a1,2010
2010-08-03,antonov an-24rv,RA-46524,katekavia,12.0,near igarka airport (...,russia,a1,2010
2010-08-03,antonov an-2r,UR-17915,private,0.0,near kumushkino,ukraine,a1,2010
2010-08-08,atr 42-300,LY-DOT,danu oro transportas,0.0,pori airport (por),finland,o1,2010
2010-08-09,dhc-3t texas turbine otter,N455A,gci communication corp.,5.0,"near aleknagik, ak",usa,a1,2010
2010-08-12,learjet 55c,PT-LXO,oceanair tã¡xi aã©reo,0.0,rio de janeiro-s...,brazil,a1,2010
2010-08-12,airbus a319-111,4K-AZ04,azerbaijan airlines,0.0,istanbul-atatã¼r...,turkey,a2,2010
2010-08-13,dassault falcon 50,F-HAIR,natixis lease,0.0,paris-le bourget...,france,a1,2010
2010-08-16,boeing 737-73v (wl),HK-4682,aires colombia,2.0,san andres islan...,colombia,a1,2010
2010-08-24,embraer erj-190,B-3130,henan airlines,44.0,near yichun lindu air...,china,a1,2010
2010-08-24,dornier 228-101,9N-AHE,agni air,14.0,"near bastipur, shikha...",nepal,a1,2010
2010-08-25,let l-410uvp-e20c,9Q-CCN,filair,20.0,near bandundu airport...,d.r. congo,a1,2010
2010-08-25,embraer emb-145lu (erj-145lu),PR-PSJ,passaredo linhas aã©reas,0.0,vitã³ria da conq...,brazil,a1,2010
2010-08-25,antonov an-26b,SP-FDP,exin,0.0,tallinn-ãlemist...,estonia,a1,2010
2010-08-25,beech 200 super king air,Not Reported,unknown,0.0,"guardatinajas, f...",venezuela,a1,2010
2010-08-26,fokker 100,EP-ASL,iran aseman airlines,0.0,tabriz airport (...,iran,a1,2010
2010-08-31,cessna 550 citation ii,P2-TAA,trans air,4.0,misima island ai...,p.n. guinea,a1,2010
2010-09-03,boeing 747-44af (scd),N571UP,ups,2.0,near dubai airport (dxb),u.a.e.,a1,2010
2010-09-03,canadair cl-415,I-DPCQ,"civil protection department, op.for sorem",0.0,near sperlonga,italy,a2,2010
2010-09-05,cessna 208b grand caravan,F-OIXZ,tropic airlines,0.0,anse-bertrand,guadeloupe,a2,2010
2010-09-07,tupolev tu-154m,RA-85684,alrosa mirny air enterprise,0.0,izhma airport,russia,a2,2010
2010-09-07,beech 300 king air 350,FAC5747,colombian af,6.0,"near uribe, meta",colombia,a1,2010
2010-09-13,atr 42-320,YV1010,conviasa,17.0,near puerto ordaz air...,venezuela,a1,2010
2010-09-15,dhc-8-103b,LN-WIF,widerã¸es flyveselskap,0.0,sandnessjã¸en-st...,norway,a2,2010
